Column1.1,Column1.2,Column1.3,Column1.4,Column1.5
Monoterpenoid Indole Alkaloids from Gardneria ovata,gardfloramine-9-O-Î²-D-glucopyranoside,,,
Monoterpenoid Indole Alkaloids from Gardneria ovata,gardfloramine-N(4)-oxide,,,
Monoterpenoid Indole Alkaloids from Gardneria ovata,minfiensine-N(4)-oxide,,,
penipanoids,penipanoid A,,,
penipanoids,penipanoid B,,,
penipanoids,penipanoid C,,,
ramonanins,ramonanin B (2),,,
ramonanins,ramonanin D (4),,,
Resin Glycosides from Ipomoea purga,operculinic acid A peracetylated methyl ester,,,
Resin Glycosides from Ipomoea purga,purgin I,,,
Resin Glycosides from Ipomoea purga,Purginoside I,,,
Resin Glycosides from Ipomoea purga,Purginoside II,,,
Streptothricin Derivatives from Streptomyces sp. I08A 1776,"(+)-(2S,3S,4R)-10-De-O-carbamoyl-12-O-carbamoyl-NÎ²-acetylstreptothricin F acid",,,
Streptothricin Derivatives from Streptomyces sp. I08A 1776,"(+)-(2S,3S,4R,7Î±)-10-De-O-carbamoyl-12-O-carbamoyl-NÎ²-acetylstreptothricin F",,,
Streptothricin Derivatives from Streptomyces sp. I08A 1776,"(âˆ’)-(2R,3S,4R)-10-De-O-carbamoyl-12-O-carbamoyl-NÎ²-acetylstreptothricin F",,,
Streptothricin Derivatives from Streptomyces sp. I08A 1776,"(âˆ’)-(2S,3S,4R)-10-De-O-carbamoyl-12-O-carbamoyl-NÎ²-acetylstreptothricin F",,,
Terpenes from Spongia officinalis,16-deacetoxy-12-epi-scalarafuranacetate,,,
Terpenes from Spongia officinalis,"7,8-Epoxyfurospongin-1",,,
Terpenes from Spongia officinalis,furospongolide,,,
Terpenes from Spongia officinalis,Isofurospongin-4,,,
thiopalmyrone and palmyrrolinone,palmyrrolinone,,,
thiopalmyrone and palmyrrolinone,thiopalmyrone,,,
trigohownins,trigohownin A,,,
trigohownins,trigohownin B,,,
trigohownins,trigohownin C,,,
trigohownins,trigohownin D,,,
trigohownins,trigohownin E,,,
trigohownins,trigohownin F,,,
trigohownins,trigohownin G,,,
trigohownins,trigohownin H,,,
trigohownins,trigohownin I,,,
Turnagainolide A,Turnagainolide A,,,
veraguamides,tetrahydroveraguamide A,,,
veraguamides,veraguamide A,,,
veraguamides,veraguamide B,,,
veraguamides,veraguamide C,,,
veraguamides,veraguamide D,,,
veraguamides,veraguamide E,,,
veraguamides,veraguamide F,,,
veraguamides,veraguamide G,,,
veraguamides_2,veraguamide A,,,
veraguamides_2,veraguamide L,,,
Arthrobotrisins,Arthrobotrisin A,,,
Arthrobotrisins,Arthrobotrisin B,,,
Arthrobotrisins,Arthrobotrisin C,,,
brachystemins,brachystemin F,,,
brachystemins,brachystemin G,,,
brachystemins,brachystemin H,,,
brachystemins,brachystemin I,,,
chaxamycins,chaxamycin A,,,
chaxamycins,chaxamycin B,,,
chaxamycins,chaxamycin C,,,
chaxamycins,chaxamycin D,,,
chlorajaponilides,chlorajaponilide A,,,
chlorajaponilides,chlorajaponilide B,,,
chlorajaponilides,chlorajaponilide C,,,
chlorajaponilides,chlorajaponilide D,,,
chlorajaponilides,chlorajaponilide E,,,
fischerosides,fischeroside A,,,
fischerosides,fischeroside B,,,
fischerosides,fischeroside C,,,
Isosteviol Lactam related immunosuppressants from Absidia pseudocylindrospora ATCC 24169 and Aspergillus niger BCRC 32720,10,,,
Isosteviol Lactam related immunosuppressants from Absidia pseudocylindrospora ATCC 24169 and Aspergillus niger BCRC 32720,11,,,
Isosteviol Lactam related immunosuppressants from Absidia pseudocylindrospora ATCC 24169 and Aspergillus niger BCRC 32720,12,,,
Isosteviol Lactam related immunosuppressants from Absidia pseudocylindrospora ATCC 24169 and Aspergillus niger BCRC 32720,13,,,
Isosteviol Lactam related immunosuppressants from Absidia pseudocylindrospora ATCC 24169 and Aspergillus niger BCRC 32720,14,,,
Isosteviol Lactam related immunosuppressants from Absidia pseudocylindrospora ATCC 24169 and Aspergillus niger BCRC 32720,4,,,
Isosteviol Lactam related immunosuppressants from Absidia pseudocylindrospora ATCC 24169 and Aspergillus niger BCRC 32720,5,,,
Isosteviol Lactam related immunosuppressants from Absidia pseudocylindrospora ATCC 24169 and Aspergillus niger BCRC 32720,6,,,
Isosteviol Lactam related immunosuppressants from Absidia pseudocylindrospora ATCC 24169 and Aspergillus niger BCRC 32720,9,,,
Jatrophane Diterpenes from Euphorbia esula,Esulatin I,,,
Jatrophane Diterpenes from Euphorbia esula,Esulatin K,,,
Neolignans and Lignans from Machilus robusta,1,,,
Neolignans and Lignans from Machilus robusta,11,,,
Neolignans and Lignans from Machilus robusta,11a,,,
Neolignans and Lignans from Machilus robusta,12,,,
Neolignans and Lignans from Machilus robusta,13,,,
Neolignans and Lignans from Machilus robusta,14,,,
Neolignans and Lignans from Machilus robusta,15,,,
Neolignans and Lignans from Machilus robusta,16,,,
Neolignans and Lignans from Machilus robusta,2,,,
Neolignans and Lignans from Machilus robusta,3,,,
Neolignans and Lignans from Machilus robusta,4,,,
Neolignans and Lignans from Machilus robusta,5,,,
Neolignans and Lignans from Machilus robusta,6,,,
Neolignans and Lignans from Machilus robusta,8,,,
Neolignans and Lignans from Machilus robusta,9,,,
Phenolic Compounds from  Scorzonera judaica,"2-hydroxy-6-[2-(3,4-dihydroxyphenyl)-2-oxo-ethyl]benzoic acid",,,
Phenolic Compounds from  Scorzonera judaica,"2-hydroxy-6-[2-(3,4-dihydroxyphenyl-5-methoxy)-2-oxo-ethyl]benzoic acid ",,,
Phenolic Compounds from  Scorzonera judaica,2-hydroxy-6-[2-(4-hydroxyphenyl)-2-oxo-ethyl]benzoic acid,,,
Phenolic Compounds from  Scorzonera judaica,3S-hydrangenol 4â€²-O-Î±-l-rhamnopyranoysl-(1â†’3)-Î²-d-glucopyranoside,,,
Phenolic Compounds from  Scorzonera judaica,4-[Î²-d-glucopyranosyl)hydroxy]pinoresinol,,,
Phenolic Compounds from  Scorzonera judaica,"E-3-(3,4-dihydroxybenzylidene)-5-(3,4-dihydroxyphenyl)dihydrofuran-2-one",,,
Phenolic Compounds from  Scorzonera judaica,hydrangeic acid 4â€²-O-Î²-d-glucopyranoside,,,
Phenolic Compounds from  Scorzonera judaica,thunberginol F 7-O-Î²-d-glucopyranoside,,,
Phenolic Compounds from  Scorzonera judaica,"Z-3-(3,4-dihydroxybenzylidene)-5-(3,4-dihydroxyphenyl)-2(3H)-furanone",,,
Proanthocyanidins from Parapiptadenia rigida,(4Î±â†’8)-bis-4â€²-O-methylgallocatechin,,,
Proanthocyanidins from Parapiptadenia rigida,epicatechin-(4Î²â†’8)-4â€²-O-methylgallocatechin,,,
Proanthocyanidins from Parapiptadenia rigida,epigallocatechin-(4Î²â†’8)-4â€²-O-methylgallocatechin,,,
quinazolin-4(3H)-one,quinazolin-4(3H)-one,,,
saniculamoids,saniculamoid A,,,
saniculamoids,saniculamoid A1,,,
saniculamoids,saniculamoid B,,,
saniculamoids,saniculamoid C,,,
saniculamoids,saniculamoid D,,,
fumiformamide,fumiformamide f2-decoupled,,,
fumiformamide,fumiformamide,,,
gemmacolides,gemmacolide G,,,
gemmacolides,gemmacolide H,,,
gemmacolides,gemmacolide I,,,
gemmacolides,gemmacolide J,,,
gemmacolides,gemmacolide K,,,
gemmacolides,gemmacolide L,,,
gemmacolides,gemmacolide M,,,
ieodomycins,ieodomycin A,,,
ieodomycins,ieodomycin B,,,
ieodomycins,ieodomycin C,,,
ieodomycins,ieodomycin D,,,
Jatrophane Diterpenoids from Euphorbia dendroides,euphodendriane A,,,
Jatrophane Diterpenoids from Euphorbia dendroides,euphodendrophane E,,,
JBIR,JBIR-56,,,
JBIR,JBIR-57,,,
minutissamides,minutissamide A,,,
minutissamides,minutissamide B,,,
minutissamides,minutissamide C,,,
minutissamides,minutissamide D,,,
Monophosphate Derivatives of Combretastatin A-1,2a,,,
Monophosphate Derivatives of Combretastatin A-1,2b,,,
Monophosphate Derivatives of Combretastatin A-1,3a,,,
Monophosphate Derivatives of Combretastatin A-1,4a,,,
Monophosphate Derivatives of Combretastatin A-1,4b,,,
Monophosphate Derivatives of Combretastatin A-1,6a,,,
Monophosphate Derivatives of Combretastatin A-1,6b,,,
Monophosphate Derivatives of Combretastatin A-1,7a,,,
Monophosphate Derivatives of Combretastatin A-1,7b,,,
Monophosphate Derivatives of Combretastatin A-1,8a,,,
Monophosphate Derivatives of Combretastatin A-1,8b,,,
PM050511,PM050511,,,
Seco-eremophiladiolides and Eremophilane Glucosides from Pittocaulon velatum,4,,,
Seco-eremophiladiolides and Eremophilane Glucosides from Pittocaulon velatum,velatimolide,,,
ethyltumonate A,ethyltumonate A,,,
grassypeptolides,grassypeptolide D,,,
grassypeptolides,grassypeptolide E,,,
grassypeptolide_2,grassypeptolide F N15,,,
grassypeptolide_2,grassypeptolide F,,,
grassypeptolide_2,grassypeptolide G N15,,,
grassypeptolide_2,grassypeptolide G,,,
nigerapyrones,asnipyrone A,,,
nigerapyrones,asnipyrone B,,,
nigerapyrones,nigerapyrone A,,,
nigerapyrones,nigerapyrone B,,,
nigerapyrones,nigerapyrone C,,,
nigerapyrones,nigerapyrone D,,,
nigerapyrones,nigerapyrone E,,,
nigerapyrones,nigerapyrone F,,,
nigerapyrones,nigerapyrone G,,,
nigerapyrones,nigerapyrone H,,,
Paecilocin,Paecilocin A,,,
Paecilocin,Paecilocin B,,,
Paecilocin,Paecilocin C,,,
Paecilocin,Paecilocin D,,,
pyridinopyrones,hydrogenated pyridinopyrones B and C mixture,,,
pyridinopyrones,pyridinopyrone A,,,
pyridinopyrones,pyridinopyrones B and C mixture,,,
swerilactones,swerilactone L,,,
swerilactones,swerilactone M,,,
swerilactones,swerilactone N,,,
swerilactones,swerilactone O,,,
Beilschmiedia tsangii derived endiandric acid analogues,beilschminol A,,,
Beilschmiedia tsangii derived endiandric acid analogues,endiandramide A,,,
Beilschmiedia tsangii derived endiandric acid analogues,endiandramide B,,,
Beilschmiedia tsangii derived endiandric acid analogues,endiandric acid K,,,
Beilschmiedia tsangii derived endiandric acid analogues,endiandric acid L,,,
Beilschmiedia tsangii derived endiandric acid analogues,tsangibeilin A,,,
Beilschmiedia tsangii derived endiandric acid analogues,tsangibeilin B,,,
Beilschmiedia tsangii derived endiandric acid analogues,tsangin C,,,
Black Aspergilli derived 2-Benzyl-4H-pyran-4-one and 2-Benzylpyridin-4(1H)-one Systems,3-Carboethoxy-6-phenyl-4-pyrone,,,
Black Aspergilli derived 2-Benzyl-4H-pyran-4-one and 2-Benzylpyridin-4(1H)-one Systems,3-Carbomethoxy-6-benzyl-4-pyrone,,,
Black Aspergilli derived 2-Benzyl-4H-pyran-4-one and 2-Benzylpyridin-4(1H)-one Systems,3-Carboxylic-6-phenyl-4-pyrone,,,
Black Aspergilli derived 2-Benzyl-4H-pyran-4-one and 2-Benzylpyridin-4(1H)-one Systems,p-Fluoro Nygerone B,,,
Black Aspergilli derived 2-Benzyl-4H-pyran-4-one and 2-Benzylpyridin-4(1H)-one Systems,p-fluoro SAHA,,,
Black Aspergilli derived 2-Benzyl-4H-pyran-4-one and 2-Benzylpyridin-4(1H)-one Systems,pestalamide B,,,
cassiatannin A,cassiatannin A in CD3OD,,,
cassiatannin A,cassiatannin A in DMSO,,,
chaxalactins,chaxalactin A,,,
chaxalactins,chaxalactin B,,,
chaxalactins,chaxalactin C,,,
hermannioside B,hermannioside B,,,
Mitchellenes,Mitchellene A,,,
Mitchellenes,Mitchellene B,,,
Mitchellenes,Mitchellene C,,,
Mitchellenes,Mitchellene D,,,
Mitchellenes,Mitchellene E,,,
monanchocidin B,monanchocidin B,,,
operculinoside,operculinoside A,,,
operculinoside,operculinoside B,,,
operculinoside,operculinoside C,,,
operculinoside,operculinoside D,,,
Pseudodistoma opacum derived antimalarial carbolines,7-bromohomotrypargine,,,
Pseudodistoma opacum derived antimalarial carbolines,opacaline A,,,
Pseudodistoma opacum derived antimalarial carbolines,opacaline B,,,
Pseudodistoma opacum derived antimalarial carbolines,opacaline C,,,
Pseudoguaianolides and Guaianolides from Inula hupehensis,"(1R,5R,6S,7R,8S,10R)-8-Hydroxy-4-oxopseudoguai-2(3),11(13)-dien-12,6-olide",,,
Pseudoguaianolides and Guaianolides from Inula hupehensis,"(1R,5R,6S,7S,8S,10R,11S)-6-Hydroxy-4-oxopseudoguai-2(3)-en-12,8-olide",,,
Pseudoguaianolides and Guaianolides from Inula hupehensis,"(1S,2R,5R,6S,7R,8S,10R)-6-Acetoxy-2-methoxy-4-oxopseudoguai-11(13)-en-12,8-olide",,,
Pseudoguaianolides and Guaianolides from Inula hupehensis,"(1S,2R,5R,6S,7S,8S,10R)-6-Hydroxy-2-ethoxy-4-oxopseudoguai-11(13)-en-12,8-olide",,,
Pseudoguaianolides and Guaianolides from Inula hupehensis,"(1S,2R,5R,6S,7S,8S,10R)-6-Hydroxy-2-methoxy-4-oxopseudoguai-11(13)-en-12,8-olide",,,
Pseudoguaianolides and Guaianolides from Inula hupehensis,"(1S,2S,5R,6S,7R,8S,10R)-6-Acetoxy-2-methoxy-4-oxopseudoguai-11(13)-en-12,8-olide",,,
Pseudoguaianolides and Guaianolides from Inula hupehensis,"(1S,5R,6S,7S,8S,10R,11R)-6-Hydroxy-4-oxopseudoguai-12,8-olide",,,
Pseudoguaianolides and Guaianolides from Inula hupehensis,"(1S,5S,7R,8S,10R)-14-Acetoxy-4-oxopseudoguai-11(13)-en-12,8-olide",,,
Pseudoguaianolides and Guaianolides from Inula hupehensis,"2Î±-Acetoxy-4Î±,6Î±-dihydroxy-1Î²,5Î±H-guai-9(10),11(13)-dien-12,8Î±-olide",,,
Pseudoguaianolides and Guaianolides from Inula hupehensis,"4Î²,10Î±-Dihydroxy-5Î±H-guai-1(2),11(13)-dien-12,8Î±-olide",,,
sesquicannabigerol,sesquicannabigerol,,,
tritoniopsins,tritoniopsin A,,,
tritoniopsins,tritoniopsin B,,,
tritoniopsins,tritoniopsin C R- MTPA ester,,,
tritoniopsins,tritoniopsin C S MTPA ester,,,
tritoniopsins,tritoniopsin C,,,
tritoniopsins,tritoniopsin D,,,
cerinolactone,cerinolactone,,,
credneramides,credneramide A,,,
credneramides,credneramide B,,,
credneramides,credneric acid,,,
dactylomelatriol,dactylomelatriol,,,
gliotoxins,"6-deoxy-5a,6-didehydrogliotoxin",,,
gliotoxins,"bis(dethio)-10a-methylthio-3a-deoxy-3,3a-didehydrogliotoxin",,,
JBIR,JBIR-125,,,
JBIR,JBIR-94,,,
Morusyunnansins,"(2R)-2â€²,4â€²-dihydroxy-7-methoxy-8-hydroxyethylflavan ",,,
Morusyunnansins,Morusyunnansin A,,,
Morusyunnansins,Morusyunnansin B,,,
Morusyunnansins,Morusyunnansin C,,,
Morusyunnansins,Morusyunnansin D,,,
Morusyunnansins,Morusyunnansin E,,,
Morusyunnansins,Morusyunnansin F,,,
Tripterygium wilfordii derived dihydroagarofurans,"7-O-Benzoyl-5,7-dideacetylwilformine",,,
Tripterygium wilfordii derived dihydroagarofurans,9-O-trans-Cinnamoyl-9-debenzoylregelidine,,,
Tripterygium wilfordii derived dihydroagarofurans,9â€²-O-Acetyl-7-deacetoxy-7-oxowilfortrine,,,
Tripterygium wilfordii derived dihydroagarofurans,9â€²-O-Acetylwilfortrine,,,
Tripterygium wilfordii derived dihydroagarofurans,9â€²-O-Furanoylwilfordine,,,
bromorubrolides,"3â€²,3â€³-dibromorubrolide E",,,
bromorubrolides,3â€²-bromorubrolide E ,,,
bromorubrolides,3â€²-bromorubrolide F,,,
bromorubrolides,3â€³-bromorubrolide F,,,
Cinnamomum subavenium derived dibenzocycloheptanoids,(aR)- and (aS)-Subavenoside A,,,
Cinnamomum subavenium derived dibenzocycloheptanoids,(aR)- and (aS)-Subavenoside B,,,
Cinnamomum subavenium derived dibenzocycloheptanoids,(aR)- and (aS)-Subavenoside D,,,
Cinnamomum subavenium derived dibenzocycloheptanoids,(aR)- and (aS)-Subavenoside E,,,
Cinnamomum subavenium derived dibenzocycloheptanoids,"(aR,7R)- and (aS,7S)-6,7-Dihydrosubavenoside D",,,
Cinnamomum subavenium derived dibenzocycloheptanoids,"(aR,7R)-6,7-Dihydrosubavenoside A",,,
Cinnamomum subavenium derived dibenzocycloheptanoids,"(aR,7R)-Dihydrisosubamol",,,
Cinnamomum subavenium derived dibenzocycloheptanoids,"(aS,7S)-6,7-Dihydrosubavenoside A",,,
Cinnamomum subavenium derived dibenzocycloheptanoids,"9,12-Di-O-methylsubamol",,,
diaporols,np3004112_si_001_é¡µé¢_1,,,
diaporols,np3004112_si_001_é¡µé¢_2,,,
diaporols,np3004112_si_001_é¡µé¢_3,,,
diaporols,np3004112_si_001_é¡µé¢_4,,,
diaporols,np3004112_si_001_é¡µé¢_5,,,
diaporols,np3004112_si_001_é¡µé¢_6,,,
diaporols,np3004112_si_001_é¡µé¢_7,,,
diaporols,np3004112_si_001_é¡µé¢_8,,,
diaporols,np3004112_si_001_é¡µé¢_9,,,
elaiomycins,Elaiomycin D,,,
elaiomycins,Elaiomycin E,,,
elaiomycins,Elaiomycin F,,,
elaiomycins,Elaiomycin G,,,
elaiomycins,Elaiomycin H,,,
galvaquinones,"5,8-dihydroxy-2,2,4-trimethyl-6-(3-methylbutyl)anthra[9,1-de][1,3]oxazin-7(2H)-one",,,
galvaquinones,galvaquinone A,,,
galvaquinones,galvaquinone B,,,
galvaquinones,galvaquinone C,,,
herbarone,herbarone,,,
JBIR,JBIR-129,,,
JBIR,JBIR-139,,,
Myrica rubra derived diarylheptanoid Sulfates,"diarylheptanoids, myricanol 11-sulfate",,,
Myrica rubra derived diarylheptanoid Sulfates,juglanin B 11-sulfate,,,
Myrica rubra derived diarylheptanoid Sulfates,myricanone 5-O-(6â€²-O-galloyl)glucoside,,,
plakortolides,ent-plakortolide I,,,
plakortolides,plakortolide E,,,
plakortolides,seco-plakortolide I,,,
Preussia typharum derived Diarylcyclopentendione,"1â€²,5-dimethoxy-3,5â€²-dimethyl-2,3â€²-oxybiphenyl-1,2â€²-diol",,,
Preussia typharum derived Diarylcyclopentendione,preussidone,,,
pseudonocardones,pseudonocardone A,,,
pseudonocardones,pseudonocardone B,,,
pseudonocardones,pseudonocardone C,,,
xentrivalpeptides,xentrivalpeptide A,,,
xentrivalpeptides,xentrivalpeptide D,,,
6-hydroxy-chrolactomycin,6-hydroxy-chrolactomycin,,,
fluostatins,fluostatin I,,,
fluostatins,fluostatin J,,,
fluostatins,fluostatin K,,,
luminmycin D,luminmycin D,,,
Macaranga kurzii derived acetylcholinesterase inhibitors,furanokurzin,,,
Macaranga kurzii derived acetylcholinesterase inhibitors,macakurzin A,,,
Macaranga kurzii derived acetylcholinesterase inhibitors,macakurzin B,,,
Macaranga kurzii derived acetylcholinesterase inhibitors,macakurzin C,,,
neomaclafungins,neomaclafungin A,,,
neomaclafungins,neomaclafungin B,,,
neomaclafungins,neomaclafungin C,,,
neomaclafungins,neomaclafungin D,,,
neomaclafungins,neomaclafungin E,,,
neomaclafungins,neomaclafungin F,,,
neomaclafungins,neomaclafungin G,,,
neomaclafungins,neomaclafungin I,,,
neomaclafungins,neomaclafungin J,,,
Penicillium sp. MA-37 derived meroterpenoids and diphenyl ethers,"4,25-dehydro-22-deoxyminiolutelide B",,,
Penicillium sp. MA-37 derived meroterpenoids and diphenyl ethers,"4,25-dehydrominiolutelide B",,,
Penicillium sp. MA-37 derived meroterpenoids and diphenyl ethers,6-[2-hydroxy-6-(hydroxymethyl)-4-methylphenoxy]-2-methoxy-3-(1-methoxy-3-methylbutyl)benzoic acid,,,
Penicillium sp. MA-37 derived meroterpenoids and diphenyl ethers,7-O-acetylsecopenicillide C,,,
Penicillium sp. MA-37 derived meroterpenoids and diphenyl ethers,hydroxytenellic acid B,,,
Penicillium sp. MA-37 derived meroterpenoids and diphenyl ethers,isominiolutelide A,,,
Penicillium sp. MA-37 derived meroterpenoids and diphenyl ethers,"Î”1â€²,3â€²-1â€²-dehydroxypenicillide",,,
siamchromone A,siamchromone A,,,
strynuxlines,strynuxline A,,,
strynuxlines,strynuxline B,,,
Trigohowilols,Trigohowilol A,,,
Trigohowilols,Trigohowilol B,,,
Trigohowilols,Trigohowilol C,,,
Trigohowilols,Trigohowilol D,,,
Trigohowilols,Trigohowilol E,,,
Trigohowilols,Trigohowilol F,,,
Trigohowilols,Trigohowilol G,,,
(Â±)-Tylopilusin A,(Â±)-Tylopilusin A,,,
acanthifoliosides,acanthifolioside G,,,
acanthifoliosides,acanthifolioside J,,,
Aeruginosins,Aeruginosin GE642 CH CH3,,,
Aeruginosins,Aeruginosin GE642 CH2,,,
Aeruginosins,Aeruginosin GE686 CH CH3,,,
Aeruginosins,Aeruginosin GE686 CH2,,,
Aeruginosins,Aeruginosin GE730 CH CH3,,,
Aeruginosins,Aeruginosin GE730 CH2,,,
Aeruginosins,Aeruginosin GE766 CH CH3,,,
Aeruginosins,Aeruginosin GE766 CH2,,,
Aeruginosins,Aeruginosin GE810 CH CH3,,,
Aeruginosins,Aeruginosin GE810 CH2,,,
cadiolides and synoilides,cadiolide E,,,
cadiolides and synoilides,cadiolide G,,,
cadiolides and synoilides,cadiolide H,,,
cadiolides and synoilides,cadiolide I,,,
cadiolides and synoilides,synoilide A,,,
cadiolides and synoilides,synoilide B,,,
Dioscorea villosa derived diarylheptanoids,1,,,
Dioscorea villosa derived diarylheptanoids,2 and 3,,,
Dioscorea villosa derived diarylheptanoids,4 and 5,,,
Dioscorea villosa derived diarylheptanoids,6 and 7,,,
Herdmanines,(âˆ’)-Leptoclinidamine B,,,
Herdmanines,Herdmanine E,,,
Herdmanines,Herdmanine F,,,
Herdmanines,Herdmanine G,,,
Herdmanines,Herdmanine H,,,
Herdmanines,Herdmanine I,,,
Herdmanines,Herdmanine J,,,
Herdmanines,Herdmanine K,,,
Herdmanines,Herdmanine L,,,
Marthiapeptide A,Marthiapeptide A,,,
moronone,moronone,,,
neamphamides,neamphamide B,,,
neamphamides,neamphamide C,,,
neamphamides,neamphamide D,,,
ramariolides,ramariolide A,,,
ramariolides,ramariolide B,,,
